ngay,ma_ngoai_te,ten_ngoai_te,mua_tien_mat,mua_chuyen_khoan,ban
2020-03-31,USD,US DOLLAR,23470.0,23500.0,23660.0
2020-04-01,USD,US DOLLAR,23440.0,23470.0,23650.0
2020-04-02,USD,US DOLLAR,23440.0,23470.0,23650.0
2020-04-03,USD,US DOLLAR,23320.0,23350.0,23530.0
2020-04-04,USD,US DOLLAR,23320.0,23350.0,23530.0
2020-04-05,USD,US DOLLAR,23320.0,23350.0,23530.0
2020-04-06,USD,US DOLLAR,23360.0,23390.0,23570.0
2020-04-07,USD,US DOLLAR,23340.0,23370.0,23550.0
2020-04-08,USD,US DOLLAR,23400.0,23430.0,23610.0
2020-04-09,USD,US DOLLAR,23370.0,23400.0,23580.0
2020-04-10,USD,US DOLLAR,23310.0,23340.0,23520.0
2020-04-11,USD,US DOLLAR,23310.0,23340.0,23520.0
2020-04-12,USD,US DOLLAR,23310.0,23340.0,23520.0
2020-04-13,USD,US DOLLAR,23320.0,23350.0,23530.0
2020-04-14,USD,US DOLLAR,23335.0,23365.0,23545.0
2020-04-15,USD,US DOLLAR,23320.0,23350.0,23530.0
2020-04-16,USD,US DOLLAR,23340.0,23370.0,23550.0
2020-04-17,USD,US DOLLAR,23300.0,23330.0,23510.0
2020-04-18,USD,US DOLLAR,23300.0,23330.0,23510.0
2020-04-19,USD,US DOLLAR,23300.0,23330.0,23510.0
2020-04-20,USD,US DOLLAR,23330.0,23360.0,23540.0
2020-04-21,USD,US DOLLAR,23330.0,23360.0,23540.0
2020-04-22,USD,US DOLLAR,23350.0,23380.0,23560.0
2020-04-23,USD,US DOLLAR,23360.0,23390.0,23570.0
2020-04-24,USD,US DOLLAR,23370.0,23400.0,23580.0
2020-04-25,USD,US DOLLAR,23370.0,23400.0,23580.0
2020-04-26,USD,US DOLLAR,23370.0,23400.0,23580.0
2020-04-27,USD,US DOLLAR,23340.0,23370.0,23550.0
2020-04-28,USD,US DOLLAR,23325.0,23355.0,23535.0
2020-04-29,USD,US DOLLAR,23300.0,23330.0,23510.0
2020-04-30,USD,US DOLLAR,23300.0,23330.0,23510.0
2020-05-01,USD,US DOLLAR,23300.0,23330.0,23510.0
2020-05-02,USD,US DOLLAR,23300.0,23330.0,23510.0
2020-05-03,USD,US DOLLAR,23300.0,23330.0,23510.0
2020-05-04,USD,US DOLLAR,23310.0,23340.0,23520.0
2020-05-05,USD,US DOLLAR,23300.0,23330.0,23510.0
2020-05-06,USD,US DOLLAR,23300.0,23330.0,23510.0
2020-05-07,USD,US DOLLAR,23280.0,23310.0,23490.0
2020-05-08,USD,US DOLLAR,23240.0,23270.0,23450.0
2020-05-09,USD,US DOLLAR,23240.0,23270.0,23450.0
2020-05-10,USD,US DOLLAR,23240.0,23270.0,23450.0
2020-05-11,USD,US DOLLAR,23210.0,23240.0,23420.0
2020-05-12,USD,US DOLLAR,23220.0,23250.0,23430.0
2020-05-13,USD,US DOLLAR,23230.0,23260.0,23440.0
2020-05-14,USD,US DOLLAR,23250.0,23280.0,23460.0
2020-05-15,USD,US DOLLAR,23240.0,23270.0,23450.0
2020-05-16,USD,US DOLLAR,23240.0,23270.0,23450.0
2020-05-17,USD,US DOLLAR,23240.0,23270.0,23450.0
2020-05-18,USD,US DOLLAR,23220.0,23250.0,23430.0
2020-05-19,USD,US DOLLAR,23160.0,23190.0,23370.0
2020-05-20,USD,US DOLLAR,23150.0,23180.0,23360.0
2020-05-21,USD,US DOLLAR,23150.0,23180.0,23360.0
2020-05-22,USD,US DOLLAR,23160.0,23190.0,23370.0
2020-05-23,USD,US DOLLAR,23160.0,23190.0,23370.0
2020-05-24,USD,US DOLLAR,23160.0,23190.0,23370.0
2020-05-25,USD,US DOLLAR,23180.0,23210.0,23390.0
2020-05-26,USD,US DOLLAR,23200.0,23230.0,23410.0
2020-05-27,USD,US DOLLAR,23200.0,23230.0,23410.0
2020-05-28,USD,US DOLLAR,23180.0,23210.0,23390.0
2020-05-29,USD,US DOLLAR,23160.0,23190.0,23370.0
2020-05-30,USD,US DOLLAR,23160.0,23190.0,23370.0
2020-05-31,USD,US DOLLAR,23160.0,23190.0,23370.0
2020-06-01,USD,US DOLLAR,23140.0,23170.0,23350.0
2020-06-02,USD,US DOLLAR,23140.0,23170.0,23350.0
2020-06-03,USD,US DOLLAR,23140.0,23170.0,23350.0
2020-06-04,USD,US DOLLAR,23140.0,23170.0,23350.0
2020-06-05,USD,US DOLLAR,23130.0,23160.0,23340.0
2020-06-06,USD,US DOLLAR,23130.0,23160.0,23340.0
2020-06-07,USD,US DOLLAR,23130.0,23160.0,23340.0
2020-06-08,USD,US DOLLAR,23110.0,23140.0,23320.0
2020-06-09,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-06-10,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-06-11,USD,US DOLLAR,23110.0,23140.0,23320.0
2020-06-12,USD,US DOLLAR,23110.0,23140.0,23320.0
2020-06-13,USD,US DOLLAR,23110.0,23140.0,23320.0
2020-06-14,USD,US DOLLAR,23110.0,23140.0,23320.0
2020-06-15,USD,US DOLLAR,23100.0,23130.0,23310.0
2020-06-16,USD,US DOLLAR,23085.0,23115.0,23295.0
2020-06-17,USD,US DOLLAR,23080.0,23110.0,23290.0
2020-06-18,USD,US DOLLAR,23080.0,23110.0,23290.0
2020-06-19,USD,US DOLLAR,23100.0,23130.0,23310.0
2020-06-20,USD,US DOLLAR,23100.0,23130.0,23310.0
2020-06-21,USD,US DOLLAR,23100.0,23130.0,23310.0
2020-06-22,USD,US DOLLAR,23100.0,23130.0,23310.0
2020-06-23,USD,US DOLLAR,23090.0,23120.0,23300.0
2020-06-24,USD,US DOLLAR,23100.0,23130.0,23310.0
2020-06-25,USD,US DOLLAR,23085.0,23115.0,23295.0
2020-06-26,USD,US DOLLAR,23090.0,23120.0,23300.0
2020-06-27,USD,US DOLLAR,23090.0,23120.0,23300.0
2020-06-28,USD,US DOLLAR,23090.0,23120.0,23300.0
2020-06-29,USD,US DOLLAR,23085.0,23115.0,23295.0
2020-06-30,USD,US DOLLAR,23090.0,23120.0,23300.0
2020-07-01,USD,US DOLLAR,23080.0,23110.0,23290.0
2020-07-02,USD,US DOLLAR,23080.0,23110.0,23290.0
2020-07-03,USD,US DOLLAR,23080.0,23110.0,23290.0
2020-07-04,USD,US DOLLAR,23080.0,23110.0,23290.0
2020-07-05,USD,US DOLLAR,23080.0,23110.0,23290.0
2020-07-06,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-07-07,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-07-08,USD,US DOLLAR,23080.0,23110.0,23290.0
2020-07-09,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-07-10,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-11,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-12,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-13,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-14,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-15,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-16,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-07-17,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-07-18,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-07-19,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-07-20,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-07-21,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-07-22,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-23,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-24,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-25,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-26,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-27,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-28,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-29,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-30,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-07-31,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-01,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-02,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-03,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-04,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-05,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-06,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-07,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-08,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-09,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-10,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-11,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-12,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-13,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-14,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-15,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-16,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-17,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-18,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-19,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-20,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-21,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-22,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-23,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-24,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-25,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-26,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-27,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-28,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-29,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-30,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-08-31,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-01,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-02,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-03,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-04,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-05,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-06,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-07,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-08,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-09,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-10,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-11,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-12,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-13,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-14,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-15,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-16,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-17,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-18,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-19,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-20,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-21,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-22,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-09-23,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-09-24,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-09-25,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-09-26,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-09-27,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-09-28,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-09-29,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-09-30,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-01,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-10-02,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-10-03,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-10-04,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-10-05,USD,US DOLLAR,23080.0,23110.0,23290.0
2020-10-06,USD,US DOLLAR,23080.0,23110.0,23290.0
2020-10-07,USD,US DOLLAR,23080.0,23110.0,23290.0
2020-10-08,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-10-09,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-10-10,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-10-11,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-10-12,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-10-13,USD,US DOLLAR,23070.0,23100.0,23280.0
2020-10-14,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-15,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-16,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-17,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-18,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-19,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-20,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-21,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-22,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-23,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-24,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-25,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-26,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-27,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-28,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-29,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-30,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-10-31,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-01,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-02,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-03,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-04,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-05,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-06,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-07,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-08,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-09,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-10,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-11,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-12,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-13,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-14,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-15,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-16,USD,US DOLLAR,23055.0,23085.0,23265.0
2020-11-17,USD,US DOLLAR,23050.0,23080.0,23260.0
2020-11-18,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-19,USD,US DOLLAR,23060.0,23090.0,23270.0
2020-11-20,USD,US DOLLAR,23055.0,23085.0,23265.0
2020-11-21,USD,US DOLLAR,23055.0,23085.0,23265.0
2020-11-22,USD,US DOLLAR,23055.0,23085.0,23265.0
2020-11-23,USD,US DOLLAR,23030.0,23060.0,23240.0
2020-11-24,USD,US DOLLAR,23040.0,23070.0,23250.0
2020-11-25,USD,US DOLLAR,23040.0,23070.0,23250.0
2020-11-26,USD,US DOLLAR,23050.0,23080.0,23260.0
2020-11-27,USD,US DOLLAR,23050.0,23080.0,23260.0
2020-11-28,USD,US DOLLAR,23050.0,23080.0,23260.0
2020-11-29,USD,US DOLLAR,23050.0,23080.0,23260.0
2020-11-30,USD,US DOLLAR,23020.0,23050.0,23230.0
2020-12-01,USD,US DOLLAR,23020.0,23050.0,23230.0
2020-12-02,USD,US DOLLAR,23020.0,23050.0,23230.0
2020-12-03,USD,US DOLLAR,23020.0,23050.0,23230.0
2020-12-04,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-05,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-06,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-07,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-08,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-09,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-10,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-11,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-12,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-13,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-14,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-15,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-16,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-17,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-18,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-19,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-20,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-21,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-22,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-23,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-24,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-25,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-26,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-27,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-28,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-29,USD,US DOLLAR,23010.0,23040.0,23220.0
2020-12-30,USD,US DOLLAR,22980.0,23010.0,23190.0
2020-12-31,USD,US DOLLAR,23005.0,23035.0,23215.0
2021-01-01,USD,US DOLLAR,23005.0,23035.0,23215.0
2021-01-02,USD,US DOLLAR,23005.0,23035.0,23215.0
2021-01-03,USD,US DOLLAR,23005.0,23035.0,23215.0
2021-01-04,USD,US DOLLAR,22980.0,23010.0,23190.0
2021-01-05,USD,US DOLLAR,22980.0,23010.0,23190.0
2021-01-06,USD,US DOLLAR,22980.0,23010.0,23190.0
2021-01-07,USD,US DOLLAR,22960.0,22990.0,23170.0
2021-01-08,USD,US DOLLAR,22940.0,22970.0,23150.0
2021-01-09,USD,US DOLLAR,22940.0,22970.0,23150.0
2021-01-10,USD,US DOLLAR,22940.0,22970.0,23150.0
2021-01-11,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-01-12,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-01-13,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-01-14,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-01-15,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-01-16,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-01-17,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-01-18,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-01-19,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-01-20,USD,US DOLLAR,22955.0,22985.0,23165.0
2021-01-21,USD,US DOLLAR,22955.0,22985.0,23165.0
2021-01-22,USD,US DOLLAR,22955.0,22985.0,23165.0
2021-01-23,USD,US DOLLAR,22955.0,22985.0,23165.0
2021-01-24,USD,US DOLLAR,22955.0,22985.0,23165.0
2021-01-25,USD,US DOLLAR,22955.0,22985.0,23165.0
2021-01-26,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-01-27,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-01-28,USD,US DOLLAR,22940.0,22970.0,23150.0
2021-01-29,USD,US DOLLAR,22930.0,22960.0,23140.0
2021-01-30,USD,US DOLLAR,22930.0,22960.0,23140.0
2021-01-31,USD,US DOLLAR,22930.0,22960.0,23140.0
2021-02-01,USD,US DOLLAR,22920.0,22950.0,23130.0
2021-02-02,USD,US DOLLAR,22900.0,22930.0,23110.0
2021-02-03,USD,US DOLLAR,22910.0,22940.0,23120.0
2021-02-04,USD,US DOLLAR,22900.0,22930.0,23110.0
2021-02-05,USD,US DOLLAR,22880.0,22910.0,23090.0
2021-02-06,USD,US DOLLAR,22880.0,22910.0,23090.0
2021-02-07,USD,US DOLLAR,22880.0,22910.0,23090.0
2021-02-08,USD,US DOLLAR,22850.0,22880.0,23060.0
2021-02-09,USD,US DOLLAR,22880.0,22910.0,23090.0
2021-02-10,USD,US DOLLAR,22880.0,22910.0,23090.0
2021-02-11,USD,US DOLLAR,22880.0,22910.0,23090.0
2021-02-12,USD,US DOLLAR,22880.0,22910.0,23090.0
2021-02-13,USD,US DOLLAR,22880.0,22910.0,23090.0
2021-02-14,USD,US DOLLAR,22880.0,22910.0,23090.0
2021-02-15,USD,US DOLLAR,22880.0,22910.0,23090.0
2021-02-16,USD,US DOLLAR,22880.0,22910.0,23090.0
2021-02-17,USD,US DOLLAR,22880.0,22910.0,23090.0
2021-02-18,USD,US DOLLAR,22880.0,22910.0,23090.0
2021-02-19,USD,US DOLLAR,22895.0,22925.0,23105.0
2021-02-20,USD,US DOLLAR,22895.0,22925.0,23105.0
2021-02-21,USD,US DOLLAR,22895.0,22925.0,23105.0
2021-02-22,USD,US DOLLAR,22900.0,22930.0,23110.0
2021-02-23,USD,US DOLLAR,22910.0,22940.0,23120.0
2021-02-24,USD,US DOLLAR,22910.0,22940.0,23120.0
2021-02-25,USD,US DOLLAR,22900.0,22930.0,23110.0
2021-02-26,USD,US DOLLAR,22890.0,22920.0,23100.0
2021-02-27,USD,US DOLLAR,22890.0,22920.0,23100.0
2021-02-28,USD,US DOLLAR,22890.0,22920.0,23100.0
2021-03-01,USD,US DOLLAR,22900.0,22930.0,23110.0
2021-03-02,USD,US DOLLAR,22910.0,22940.0,23120.0
2021-03-03,USD,US DOLLAR,22910.0,22940.0,23120.0
2021-03-04,USD,US DOLLAR,22900.0,22930.0,23110.0
2021-03-05,USD,US DOLLAR,22915.0,22945.0,23125.0
2021-03-06,USD,US DOLLAR,22915.0,22945.0,23125.0
2021-03-07,USD,US DOLLAR,22915.0,22945.0,23125.0
2021-03-08,USD,US DOLLAR,22930.0,22960.0,23140.0
2021-03-09,USD,US DOLLAR,22930.0,22960.0,23140.0
2021-03-10,USD,US DOLLAR,22930.0,22960.0,23140.0
2021-03-11,USD,US DOLLAR,22930.0,22960.0,23140.0
2021-03-12,USD,US DOLLAR,22930.0,22960.0,23140.0
2021-03-13,USD,US DOLLAR,22930.0,22960.0,23140.0
2021-03-14,USD,US DOLLAR,22930.0,22960.0,23140.0
2021-03-15,USD,US DOLLAR,22960.0,22990.0,23170.0
2021-03-16,USD,US DOLLAR,22955.0,22985.0,23165.0
2021-03-17,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-03-18,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-03-19,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-03-20,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-03-21,USD,US DOLLAR,22950.0,22980.0,23160.0
2021-03-22,USD,US DOLLAR,22960.0,22990.0,23170.0
2021-03-23,USD,US DOLLAR,22960.0,22990.0,23170.0
2021-03-24,USD,US DOLLAR,22960.0,22990.0,23170.0
2021-03-25,USD,US DOLLAR,22980.0,23010.0,23190.0
2021-03-26,USD,US DOLLAR,22965.0,22995.0,23175.0
2021-03-27,USD,US DOLLAR,22965.0,22995.0,23175.0
